designation,source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp
Gaia EDR3 413875422457469440,413875422457469440,19.803640882918735,58.273740456851485,0.34628399111671737,0.018656842,18.560696,-1.5483410519381298,0.014546377,-0.783972388015359,0.01770678,30709.689104919573,5.3792305,14.469178,17896.10756488927,11.507935,14.706646,18662.17970923205,9.406179,14.07049,0.6361561
Gaia EDR3 413875422457473536,413875422457473536,19.798072861110075,58.26895325279671,0.3603758779893714,0.04714266,7.644369,-1.5978393082299278,0.03830649,-0.8468697291015768,0.0459641,4480.252860095125,1.610698,16.55911,2272.5589561329457,15.308718,16.947254,3645.898903195731,14.920654,15.843384,1.1038704
Gaia EDR3 413875422457474432,413875422457474432,19.796576055747934,58.26798987273596,0.3493504588931919,0.013111477,26.64463,-1.702560654452715,0.010005499,-0.8766621623785851,0.012038238,144256.2823530228,18.974257,12.78953,88941.63577531675,33.40947,12.965779,80794.98757931564,20.721573,12.479434,0.4863453
Gaia EDR3 413875422457474816,413875422457474816,19.796422969553785,58.266670146739806,5.31494121556555,0.22481583,23.641312,30.50449055580714,0.18789643,-9.554380002584237,0.2254581,412.12574722632604,0.68217045,19.149792,124.09771913981643,9.146591,20.104134,668.5286600052028,11.365384,17.685095,2.4190388
Gaia EDR3 413875422457475200,413875422457475200,19.8032296359758,58.26623344817063,0.3577681805104084,0.04488835,7.9701786,-1.6345994216618172,0.034757048,-0.8076306449760178,0.042734887,4623.383666446139,2.1805742,16.524967,1823.103474719305,6.037469,17.186514,3985.081292170889,7.3017344,15.746802,1.4397116
Gaia EDR3 413875452510082688,413875452510082688,19.814337547512356,58.27114353002465,0.15906709577536285,0.19301136,0.82413334,-1.0344091741715489,0.15474033,-1.3952933060456756,0.17533927,492.7039087225492,0.6539959,18.955902,195.01150214795706,5.423476,19.613392,405.7708299071816,5.6018295,18.227194,1.386198
Gaia EDR3 413875452510098688,413875452510098688,19.81230249288582,58.27482102623843,0.3785394477525482,0.11455634,3.3043954,1.7685931785357454,0.08702425,0.4626825669013114,0.104618944,1026.4631343408403,0.8515014,18.159008,388.1304333268696,5.680216,18.866098,880.9818736077983,6.4657435,17.385479,1.4806194
Gaia EDR3 413875452510111616,413875452510111616,19.799485527869198,58.27818700125229,0.2597472669124735,0.08318172,3.1226487,-2.2204970439482277,0.06261271,-0.13705097392697335,0.078307405,1760.509027328015,0.9770518,17.57327,786.7261988435167,5.3626957,18.098984,1386.2534454283111,5.916637,16.89329,1.2056942
Gaia EDR3 413875452510123648,413875452510123648,19.821498727625432,58.275927205757505,0.34039186471209615,0.02562815,13.281953,-1.7412057033687307,0.019063363,-0.7472102437302097,0.022582212,13330.002215144534,2.5447347,15.375291,7476.720252877867,7.821446,15.654264,8534.596798457094,10.126031,14.919938,0.73432636
Gaia EDR3 413875452510124032,413875452510124032,19.821920577903196,58.27431557471639,0.36988874043656345,0.07270012,5.0878696,-1.5547299396652425,0.053594787,-1.603391822122706,0.07012218,2084.8956985140812,1.1660142,17.389656,837.4838119553766,5.351808,18.031101,1763.1646799856717,5.419213,16.632164,1.3989372
Gaia EDR3 413875452510125952,413875452510125952,19.80041067564378,58.28193483843594,0.46615348038682525,0.1648659,2.8274708,-0.5662113846897333,0.1325578,0.06092665736854834,0.16723074,569.3905426448804,0.6581182,18.798841,218.05477229442118,4.8787265,19.492128,491.782551400252,6.2097154,18.018463,1.4736652
Gaia EDR3 413875456811824640,413875456811824640,19.822411113403582,58.27539544927508,0.8106498923082561,0.45713136,1.7733412,-0.906805732672534,0.56703407,0.10522335156908659,0.41165593,202.23382263370553,1.9108673,19.922733,112.8580470252802,96.50856,20.20721,378.8325223150911,101.1118,18.301777,1.9054337
Gaia EDR3 413875456812207744,413875456812207744,19.8039726169595,58.27564210563918,0.7928115391482583,0.5825904,1.3608387,2.20683830769902,0.55329514,0.7759587485432624,0.7090481,134.49234286077322,0.45694932,20.365623,46.535338454312594,3.9263895,21.169085,175.6066853298421,4.9037967,19.136543,2.0325413
Gaia EDR3 413875456812208640,413875456812208640,19.80885296846207,58.27687827652263,0.09385334355607312,0.5923179,0.15845098,-1.1901904554450429,0.4909184,-1.0605553673091568,0.58356893,120.36060784291891,0.49822718,20.486156,55.37332666404195,3.0349567,20.980291,96.76658646948076,4.5823627,19.783583,1.1967087
Gaia EDR3 413875456812210048,413875456812210048,19.813718004252816,58.27486498245367,0.10632626235903436,0.64604616,0.16457997,2.7037123986840115,0.56581163,-1.7296148277974899,0.6206074,122.6505686984654,0.48315153,20.465693,63.21552544871741,15.379321,20.836483,80.43447923639108,13.314551,19.98429,0.85219383
Gaia EDR3 413875456817194752,413875456817194752,19.804837391514766,58.286122841260855,0.3358436581789357,0.054030813,6.2157803,-1.705219196647565,0.041603196,-0.8105312758955809,0.052835673,3246.8189128084846,1.2857553,16.908722,1413.5981109525285,6.287956,17.462727,2633.4088289012907,5.9070163,16.1966,1.2661266
Gaia EDR3 413875456817195264,413875456817195264,19.79687197126483,58.285452180615906,0.7098181241680894,0.027253985,26.044561,-0.3636944416887412,0.020223256,2.372257459629819,0.024992133,11923.567884570914,2.3841166,15.496351,5198.561235439166,9.127047,16.048834,9721.830731658545,8.918159,14.778525,1.2703085
Gaia EDR3 413875456817203072,413875456817203072,19.82415507751384,58.27864849031585,0.33783261912083806,0.013432553,25.150291,-1.5742456338480326,0.009573927,-0.7922488529732357,0.0114264395,134625.35982741351,29.08104,12.86455,82809.36721980947,46.329304,13.043344,75779.69210790478,46.05961,12.549013,0.4943304
Gaia EDR3 413875456817203328,413875456817203328,19.821398380075024,58.27851386723376,0.3133078594192545,0.050457284,6.209368,-1.8099088944292119,0.038376633,-0.16512969614302594,0.046947617,3755.950849921702,1.41882,16.750566,1711.907476461222,9.311246,17.25484,3029.9757744946755,8.889826,16.044298,1.2105427
Gaia EDR3 413875456817204864,413875456817204864,19.818715778859154,58.27760453645746,0.36532578447423997,0.06431582,5.680186,-1.5944662918326904,0.047127094,-0.8257597713412643,0.057966787,2718.688865686517,1.2905282,17.101469,1153.2117431581064,7.0013037,17.68377,2223.0822947183706,6.268895,16.380507,1.3032627
Gaia EDR3 413875486869853440,413875486869853440,19.764630151848557,58.2792083757948,0.06260068817276496,0.16994579,0.3683568,-0.23345998488752395,0.13576667,-0.01982197005816746,0.15758164,526.9393154271568,0.6416216,18.882965,215.3395180691416,5.896253,19.505733,443.7142945457917,3.794908,18.130136,1.375597
Gaia EDR3 413875486869874944,413875486869874944,19.765717521000543,58.28461226374832,0.04839318491304681,0.07560744,0.6400585,-0.7482320540978946,0.05763402,0.4813464075969929,0.07151257,2114.3933350009443,1.060225,17.374403,884.2289030485235,6.223976,17.97213,1820.9308189471612,5.188991,16.597162,1.3749676
Gaia EDR3 413875491171540352,413875491171540352,19.782100037932945,58.283676431324245,0.11151682955552067,0.3480628,0.32039285,0.6845365948955916,0.30058706,-1.1688596684146066,0.33509794,206.71293221499184,0.48168284,19.898949,70.27736071962046,4.0116997,20.721504,229.4469390654821,5.47332,18.84619,1.8753147
Gaia EDR3 413875491171547136,413875491171547136,19.78201453974274,58.280355633569584,0.1672724038324611,0.3767534,0.4439838,1.914655139827755,0.33100194,-0.3150511114176274,0.36399058,213.9152672848701,0.50799584,19.861763,57.10750377062822,3.8963127,20.94681,254.96600065158913,5.0552716,18.73169,2.2151203
Gaia EDR3 413875491172156672,413875491172156672,19.767134156494905,58.28748638158711,4.052892852284112,1.7595049,2.3034282,-2.3486486626255436,1.6670431,0.41441024282670824,2.1567318,86.730952165792,0.6892645,20.841932,39.68011539788134,6.0429363,21.34211,79.42052073298224,6.709106,19.998064,1.3440456
